filename,mean,min,max,std,dynamic_range,p10,p25,p75,p90,katz,higuchi,dfa,mean_katz,mean_higuchi,mean_dfa,perm_entropy,spectral_entropy,approx_entropy,sample_entropy,hjorth_mobility,hjorth_complexity,HRV_RMSSD,HRV_SDSD,HRV_pNN50,HRV_pNN20,HRV_HTI,ground_truth_spo2
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/604_predictions11.npy,0.30422238,-0.5650307,1.2908294,0.4842184,1.8558601,-0.3094764113426208,-0.1159459501504898,0.6933547109365463,0.953730171918869,3.2218595,1.9023339651629627,1.035202751879843,2.7994363,1.964059787211465,1.1372397568092634,0.9978266901173506,3.558558691351209,0.8253938120503079,1.5664205273504097,0.8152657,2.1593251,758.6537784494028,922.7575420886473,50.0,75.0,4.0,96.45555555555555
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions0.npy,0.011117615,-0.69798857,1.5641501,0.6161631,2.2621386,-0.4576205432415008,-0.3911062479019165,0.1469002664089203,1.2031547546386718,3.0215135,1.5429594008059533,1.5017967103164942,2.2929258,1.6273106566781486,0.9880101690488404,0.9944859681237168,3.8198916361434394,0.8028454206320612,0.6820798739202638,0.6390922,2.4076736,120.18504251546638,141.42135623730968,33.33333333333333,66.66666666666666,3.0,98.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions1.npy,0.0538464,-0.5689499,1.4869008,0.6538772,2.0558507,-0.454136848449707,-0.3933092653751373,0.4512846395373344,1.2384185552597045,2.9943466,1.6256402160216796,1.2424123061998469,2.348895,1.6722402309714106,0.7371196878109268,0.990569744964598,4.040936154109659,0.6470295236112227,0.5424627087091732,0.7967068,2.130831,27.2165526975909,19.245008972987545,0.0,50.0,2.0,97.32030436750397
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions2.npy,-0.046629354,-0.7258621,1.4855192,0.6013308,2.2113812,-0.4781644344329834,-0.4054153710603714,-0.1205348148941993,1.1785176992416382,2.6642554,1.556480491938787,1.318586270517975,2.0916233,1.6117929549160273,2.0459143295892885,0.997400849678262,4.070488598081283,0.763725812135073,0.684050815682679,0.6963172,2.2204406,52.70462766947301,70.71067811865476,33.33333333333333,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions3.npy,0.03459877,-0.57896036,1.5339909,0.65297866,2.1129513,-0.4724815785884857,-0.3893593996763229,0.3244702368974685,1.258825957775116,2.83839,1.6177210563803155,1.342223081688858,2.2760093,1.692042036865667,2.213085137789226,0.9944989827033832,4.17633888949058,0.7461513989486948,0.6626252053315597,0.73616385,2.2324314,74.53559924999297,94.28090415820628,33.33333333333333,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions4.npy,-0.042936824,-0.60607177,1.4453375,0.5802936,2.0514092,-0.462678986787796,-0.399908646941185,0.0596804395318031,1.14534752368927,2.6787822,1.510932191032868,1.4345385699370694,2.1826687,1.5781881074586896,0.552305792635882,0.9982323922153143,3.833956702059368,0.756160784535894,0.6648334362453382,0.6165468,2.5158908,100.0,0.0,66.66666666666666,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions5.npy,0.04848832,-0.56038225,1.444659,0.64762783,2.0050411,-0.4522826135158538,-0.3816716820001602,0.3678886890411377,1.2669477820396422,3.107121,1.622476098920265,1.2262907908338836,2.3613865,1.6896238901966567,-0.0721873201234638,0.99405043337128,4.120043871778762,0.7233279076130747,0.6389170264990851,0.7855304,2.0816202,66.66666666666663,1.607774677692186e-13,66.66666666666666,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions6.npy,-0.025460333,-0.6405228,1.4957862,0.6095732,2.136309,-0.4426287055015563,-0.3910396993160248,0.011719062924385,1.229430091381073,2.8168359,1.626724639350876,1.3544641786354736,2.2895126,1.7039888563429322,1.5926843263924964,0.998774387105906,4.093113440525485,0.7599329188696169,0.6393209923958063,0.81838363,2.0203784,33.33333333333326,47.14045207910306,0.0,66.66666666666666,1.5,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions7.npy,0.035068754,-0.5703259,1.549092,0.6540768,2.119418,-0.4420083045959472,-0.4045157581567764,0.2514128312468529,1.2733831882476805,2.6087813,1.5713715567021078,1.2939417646158555,2.1414068,1.6172222517855497,0.9338328036545068,0.9858271797900968,3.9245173981289554,0.7452665807606538,0.5398245209836887,0.69307595,2.293317,126.92955176439854,164.9915822768612,66.66666666666666,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions8.npy,-0.026435217,-0.6268111,1.5369487,0.6057401,2.1637597,-0.4509552538394928,-0.3914488106966018,-0.085376925766468,1.187667727470398,2.7076166,1.547751599052852,1.4021870162596617,2.103656,1.612493765960254,2.7323808565236614,0.9894917911564914,4.027627642906737,0.7094863491410401,0.6337836941616828,0.70631033,2.289549,169.96731711975946,235.7022603955158,66.66666666666666,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/901_predictions9.npy,0.0058774618,-0.5320006,1.474365,0.6207089,2.0063655,-0.4610189259052276,-0.3871611505746841,0.1601211801171302,1.2332581400871276,2.6561737,1.617937289343138,1.3344204626055085,2.1663246,1.6499525076050527,0.3206549062086332,0.9973783866008084,4.041464612702839,0.6555453875331176,0.5159986065269515,0.7387666,2.1908472,126.92955176439854,164.9915822768612,66.66666666666666,66.66666666666666,3.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions0.npy,-0.037702072,-0.6298591,1.4673853,0.53972876,2.0972443,-0.476466029882431,-0.3845614641904831,0.0794049426913261,1.0313419103622437,3.3216093,1.6382621973733735,1.341740110556641,2.5984724,1.7657023092612212,1.617298002778721,0.9919936605455988,4.49092562928854,0.8243640940052939,0.9788785766233566,0.8414691,2.002227,47.14045207910322,19.24500897298768,25.0,75.0,4.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions1.npy,0.036432967,-0.5919841,1.5936997,0.5864055,2.1856837,-0.4709834039211273,-0.3779451251029968,0.4089906737208366,1.0651776909828186,3.1048367,1.7113785180560095,1.292480948997103,2.4863503,1.7339049064587442,0.6796595443235981,0.97718865319168,4.37093963586085,0.7450151019076938,0.8448174953288716,0.95514077,1.8323019,0.0,0.0,0.0,0.0,1.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions2.npy,0.012560816,-0.6932364,1.4706142,0.5968411,2.1638505,-0.4752568960189819,-0.383449375629425,0.1872628852725029,1.1167785048484802,3.3022296,1.714161792635697,1.111628204504263,2.613024,1.8012037677176664,0.4929029495387961,0.9908891904721792,4.463858595205238,0.8717025020566123,1.0409331770814316,0.9909191,1.7705414,139.44333775567932,159.86105077709072,80.0,80.0,5.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions3.npy,0.063677154,-0.6826666,1.4545157,0.51091135,2.1371822,-0.4029318451881408,-0.3227020651102066,0.3598419204354286,0.9439792096614836,3.0693636,1.695721438870963,1.2051646823390263,2.932866,1.8369188169459063,1.270360198673517,0.9960288582385796,4.620313580788206,0.7581050524518815,1.0971096587835747,0.898791,1.7929443,164.42942874387492,200.9237924447236,50.0,75.0,2.0,96.67777777777778
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions4.npy,0.021754531,-0.6836963,1.5045619,0.5707075,2.1882582,-0.4854485094547272,-0.3850304335355758,0.3099058717489242,1.0173601865768434,4.703107,1.7597494688041546,1.087896017288574,3.2343342,1.8104775644115072,1.146955212848541,0.9995109013701764,5.0346202474684105,0.7829263357383134,0.9859812479211544,1.0649343,1.6367217,647.2162612982532,518.5449728701349,66.66666666666666,66.66666666666666,3.0,96.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions5.npy,-0.021706369,-0.7354315,1.5277088,0.5403109,2.2631402,-0.4748379647731781,-0.3701994866132736,0.1651744022965431,0.9407218217849728,3.4651883,1.7964080819473487,1.1125922977666896,2.6372526,1.799568348280071,1.6064880110385602,0.9902051041027004,5.049450584047008,0.91986814412842,1.152125339793973,0.96325475,1.726767,476.872527419443,501.47929317318926,75.0,75.0,4.0,96.7771611056051
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions6.npy,-0.013567535,-0.6728534,1.5338595,0.53848714,2.206713,-0.4960498571395874,-0.3923400491476059,0.2310326844453811,0.9137377321720122,3.3711607,1.787437069587991,0.9546494183387648,3.4975827,1.859857787561255,0.7761536075630993,0.996303415892202,5.268399608845357,0.8445455903409917,1.2289021873684614,1.0762291,1.5798753,161.0152971798826,189.54135676924412,75.0,75.0,4.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions7.npy,0.036219604,-0.6281396,1.5331073,0.5886326,2.1612468,-0.4722003817558288,-0.3823360353708267,0.3632868453860283,1.167025089263916,3.1768203,1.736355097382578,1.2239058208396885,2.925294,1.7770065810777682,1.2876063708998984,0.9988723859648194,4.893537979689427,0.8050399203073741,1.1110348086666668,0.9595085,1.8034742,136.08276348795417,145.29663145135558,25.0,50.0,2.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions8.npy,0.01363912,-0.72205037,1.5276008,0.54693687,2.2496512,-0.4420156598091125,-0.3789497464895248,0.376852810382843,0.8828808844089507,3.1568244,1.7936812442446506,1.0330398964633896,2.948953,1.858895304584256,1.389172169521325,0.9889895514677892,5.451701482670615,0.8422927760551131,1.0584113295224704,0.9704315,1.694824,548.9889697333535,633.8448226965803,80.0,80.0,5.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions9.npy,-0.06535956,-0.6311009,1.5535643,0.4833235,2.1846652,-0.4546089112758636,-0.3736039698123932,0.064436063170433,0.692855036258697,2.8513885,1.7897196362235288,1.0209166401396967,2.8509128,1.807476355398957,0.2096097045359944,0.9967668072152756,5.38248622652759,0.848129553587071,1.1292492581299995,1.0822251,1.572087,168.8742683730073,202.75875100994057,75.0,75.0,4.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/302_predictions10.npy,-0.0049416954,-0.6463025,1.4500487,0.546223,2.0963511,-0.4734676599502563,-0.3861248344182968,0.2479099333286285,0.9406180799007414,3.2282863,1.7525788988987807,1.262046108178682,2.5748317,1.7914166051103848,0.4531481386634186,0.9978766300771078,4.84845412755385,0.7597165523929212,0.886652280442999,0.9190864,1.8254167,947.1203920500482,1127.5998764994083,75.0,75.0,4.0,97.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions0.npy,0.10585696,-0.6258004,1.5400767,0.5713675,2.165877,-0.4700546860694884,-0.3211046159267425,0.4254769161343574,1.0558700561523438,3.5512922,1.6925773396414536,1.1593702663421512,2.7033358,1.803358822292279,1.3932415488518857,0.9921165513957202,4.509395524277352,0.8533094277517796,1.486835590341768,0.9101295,1.8109425,675.2228712994888,736.0555534589613,85.71428571428571,85.71428571428571,7.0,93.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions1.npy,0.116281584,-0.715758,1.4716103,0.53143704,2.1873684,-0.4306603908538818,-0.3248817771673202,0.5403227806091309,0.9184483468532564,3.297079,1.7886704359753005,1.1893431179524194,2.9994504,1.848400630960526,1.9786829799398848,0.9807996203498376,4.956395437143556,0.8469952542261572,1.38211898970941,0.9627309,1.6862084,319.7221015541814,324.8931448269656,50.0,66.66666666666666,3.0,93.95024522239133
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions2.npy,-0.01218484,-0.6173187,1.4986753,0.48090607,2.115994,-0.4749177992343902,-0.3812501281499862,0.2367049343883991,0.7518004775047302,3.5187137,1.7956957480043014,1.0456161293339914,2.7509043,1.8456278460705688,1.058981390396968,0.9823018721575156,5.0115444543844205,0.8945424598515892,1.4027031157862828,0.8527809,1.7785972,521.0388483419268,557.6405320302345,85.71428571428571,85.71428571428571,3.5,96.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions3.npy,0.09103673,-0.6362933,1.5535293,0.5391995,2.1898227,-0.4698334217071533,-0.3100244700908661,0.430780328810215,0.8953016996383667,3.072168,1.745843643234439,1.1049108615575078,2.5609622,1.8429102723580808,0.8232734768939114,0.9935320100205832,5.367019040393643,0.9484778349032048,1.5441973905656994,0.9309035,1.7259073,217.94494717703367,247.019267504619,40.0,60.0,2.5,96.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions4.npy,0.054927416,-0.6384488,1.3643336,0.51945126,2.0027823,-0.482340669631958,-0.3420106321573257,0.3844188451766968,0.9165883600711824,4.514492,1.822220081828421,1.0654936047723118,3.7582357,1.879309131009415,1.223983698899996,0.9979077129687304,5.658713742363034,0.8815445197415288,1.418481047615792,1.0658828,1.5878038,1094.768705489209,1338.3239933256486,75.0,75.0,2.0,96.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions5.npy,-0.012328395,-0.62090707,1.5270276,0.5177487,2.1479347,-0.4665598034858703,-0.3812016248703003,0.2002313584089279,0.8934413075447082,3.9312928,1.85651085822049,0.9973985277798102,3.1889935,1.9162828605966808,1.251507859937368,0.9991862221235924,5.4578722537262365,0.926947817124764,1.2873343125604568,1.0932804,1.4845554,,,,,,95.29444444444445
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions6.npy,-0.039635107,-0.7518844,1.4924307,0.43261436,2.2443151,-0.4337901949882507,-0.3638757616281509,0.1367360725998878,0.5586144924163817,3.2797403,1.827330447186372,0.9638272505794324,2.8462172,1.906741604228615,0.0029165641677517,0.9955027192538666,5.482301872325479,0.9455188414023548,1.6524039483175437,1.0606171,1.5208513,602.0797289396148,597.1382369887848,80.0,80.0,5.0,95.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions7.npy,0.024126876,-0.71077126,1.4287829,0.5490121,2.1395543,-0.4806751668453216,-0.382196843624115,0.3151565864682197,0.9889066874980924,3.9934788,1.742025881555379,1.1386678027961812,2.8945591,1.8149283616834992,1.5959258004721724,0.9897902829117948,5.326198700699024,0.8958145947049254,1.3210064956235386,0.95240897,1.7806021,,,,,,95.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions8.npy,0.1185332,-0.69882005,1.4098456,0.54932976,2.1086657,-0.4643230020999908,-0.337578535079956,0.5723759084939957,1.0002274751663207,2.9545312,1.685788015025894,1.2512738851583194,2.9679716,1.7295577711679515,0.5548689103159984,0.9878259900315556,4.585145397810265,0.8449357157623467,1.298053727675531,0.85311717,1.9381478,105.40925533894608,116.90451944500133,66.66666666666666,83.33333333333334,3.0,94.14444444444445
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/202_predictions9.npy,0.07441791,-0.5863748,1.3914292,0.49866635,1.977804,-0.4118149220943451,-0.309951439499855,0.3348418995738029,0.9506438493728636,3.7868953,1.8145620759855337,1.1316391957572125,3.3497531,1.9136470399121783,0.4576504733177105,0.9967776503030862,5.236399583929142,0.9171129500568628,1.457986289576007,1.0140814,1.64017,612.221213953596,542.9685210164719,75.0,75.0,4.0,94.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/606_predictions0.npy,-0.06520035,-0.54216456,1.3034716,0.39827502,1.8456361,-0.4078455924987793,-0.3476768136024475,0.123818427324295,0.5131006002426147,2.9309387,1.8094277504680192,1.070028807868853,3.0211365,1.923086977030205,1.4370211576444774,0.987892046717924,5.239839252986712,0.8652047373848246,1.0986122886681098,1.0179799,1.6898766,57.73502691896255,63.828473850422505,60.0,60.0,2.5,98.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/606_predictions1.npy,0.0286463,-0.659344,1.3564527,0.44168156,2.0157967,-0.3770790815353393,-0.3013541996479034,0.374856486916542,0.6792894303798673,3.3027444,1.8859231333270128,0.874475192088205,3.191475,1.916498884850063,0.582502451959226,0.9991862221235924,5.367044136859477,0.8269163228285534,1.2589549387432892,1.0815115,1.6002822,,,,,,98.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/606_predictions2.npy,-0.037318774,-0.51697344,1.603457,0.4601462,2.1204305,-0.4167492628097534,-0.349113255739212,0.1306483298540115,0.7199913799762724,4.1436725,1.8074839461088643,1.0388507869585786,3.0291586,1.872840409493041,0.4724032728491426,0.9968857908074944,5.3096579564444255,0.7520089101849079,0.972256022301238,1.199387,1.4736693,340.47896546765713,389.2062197363778,75.0,75.0,4.0,98.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/606_predictions3.npy,-0.04073291,-0.5735928,1.3983023,0.4429794,1.9718951,-0.4416896283626556,-0.3810973465442657,0.2095110118389129,0.67913681268692,3.2526393,1.850172806522925,0.8636371580496343,2.6250749,1.8925989101015208,0.309979974110629,0.9993919177779576,5.412440066225827,0.8563237380920419,1.1465975060303306,1.1130495,1.539985,1032.257504480135,1134.476547592341,75.0,75.0,4.0,98.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/606_predictions4.npy,-0.0027190235,-0.55764043,1.4884832,0.5020111,2.0461235,-0.4105140209197997,-0.3409443646669388,0.2020234353840351,0.787796133756637,3.208567,1.8244937631953757,1.084087112980776,2.9886017,1.857195925987368,0.2611622301377231,0.9924620222187938,5.133738835458644,0.8129105178317526,0.9447005289232208,1.1266378,1.5813552,218.58128414340007,217.30674684008832,50.0,66.66666666666666,2.0,98.0
